,0,1,2,3,4,5,6,7,8,9,10,11,12
533,intro,counter-price,,,,,,,,,,,
534,intro,counter-price,agree,,,,,,,,,,
535,intro,inquiry,init-price,counter-price,,,,,,,,,
536,intro,disagree,counter-price,counter-price,,,,,,,,,
537,intro,agree,counter-price,,,,,,,,,,
538,intro,disagree,vague-price,counter-price,counter-price,insist,insist,,,,,,
539,intro,disagree,init-price,,,,,,,,,,
540,intro,disagree,counter-price,,,,,,,,,,
541,intro,inquiry,,,,,,,,,,,
542,init-price,counter-price,,,,,,,,,,,
543,intro,init-price,counter-price,,,,,,,,,,
544,intro,disagree,counter-price,counter-price,,,,,,,,,
545,intro,disagree,init-price,counter-price,counter-price,,,,,,,,
546,intro,disagree,inquiry,counter-price,,,,,,,,,
547,intro,init-price,,,,,,,,,,,
548,intro,counter-price,,,,,,,,,,,
549,intro,counter-price,,,,,,,,,,,
550,intro,vague-price,counter-price,,,,,,,,,,
551,intro,inquiry,init-price,counter-price,disagree,inquiry,,,,,,,
552,intro,inquiry,init-price,,,,,,,,,,
553,intro,disagree,counter-price,inquiry,,,,,,,,,
554,intro,counter-price,,,,,,,,,,,
555,intro,counter-price,,,,,,,,,,,
556,intro,disagree,,,,,,,,,,,
557,intro,inquiry,inquiry,counter-price,,,,,,,,,
558,intro,inquiry,counter-price,counter-price,,,,,,,,,
559,intro,counter-price,,,,,,,,,,,
560,intro,disagree,counter-price,insist,agree,,,,,,,,
561,intro,inquiry,init-price,counter-price,,,,,,,,,
562,intro,inquiry,counter-price,,,,,,,,,,
563,intro,init-price,counter-price,,,,,,,,,,
564,intro,counter-price,insist,,,,,,,,,,
565,intro,disagree,counter-price,counter-price,,,,,,,,,
566,intro,init-price,,,,,,,,,,,
567,intro,counter-price,agree,agree,,,,,,,,,
568,intro,disagree,init-price,counter-price,,,,,,,,,
569,intro,inquiry,disagree,counter-price,counter-price,agree,,,,,,,
570,intro,init-price,counter-price,,,,,,,,,,
571,intro,init-price,,,,,,,,,,,
572,intro,inquiry,counter-price,,,,,,,,,,
573,intro,disagree,init-price,counter-price,counter-price,,,,,,,,
574,intro,counter-price,,,,,,,,,,,
575,intro,counter-price,,,,,,,,,,,
576,intro,counter-price,,,,,,,,,,,
577,intro,init-price,inquiry,counter-price,,,,,,,,,
578,intro,counter-price,,,,,,,,,,,
579,intro,inquiry,counter-price,counter-price,,,,,,,,,
580,intro,counter-price,counter-price,agree,,,,,,,,,
581,intro,counter-price,insist,,,,,,,,,,
582,intro,init-price,counter-price,,,,,,,,,,
583,intro,init-price,counter-price,disagree,counter-price,,,,,,,,
584,intro,init-price,disagree,counter-price,,,,,,,,,
585,intro,counter-price,counter-price,counter-price,,,,,,,,,
586,intro,inquiry,disagree,counter-price,,,,,,,,,
587,intro,init-price,disagree,,,,,,,,,,
588,intro,counter-price,agree,,,,,,,,,,
589,intro,disagree,counter-price,agree,,,,,,,,,
590,intro,init-price,disagree,counter-price,,,,,,,,,
591,intro,disagree,counter-price,agree,,,,,,,,,
592,intro,counter-price,,,,,,,,,,,
593,intro,init-price,disagree,counter-price,,,,,,,,,
594,intro,counter-price,insist,,,,,,,,,,
595,intro,counter-price,,,,,,,,,,,
596,intro,disagree,inquiry,counter-price,agree,,,,,,,,
597,intro,counter-price,,,,,,,,,,,
598,intro,counter-price,disagree,counter-price,vague-price,,,,,,,,
599,intro,vague-price,counter-price,,,,,,,,,,
600,intro,inquiry,insist,counter-price,,,,,,,,,
601,intro,init-price,counter-price,counter-price,,,,,,,,,
602,intro,counter-price,disagree,inquiry,,,,,,,,,
603,intro,agree,,,,,,,,,,,
604,intro,counter-price,inquiry,counter-price,disagree,,,,,,,,
605,intro,disagree,counter-price,agree,,,,,,,,,
606,intro,disagree,counter-price,counter-price,,,,,,,,,
607,intro,init-price,counter-price,agree,,,,,,,,,
608,intro,init-price,inquiry,inquiry,counter-price,counter-price,,,,,,,
609,intro,init-price,disagree,,,,,,,,,,
610,intro,counter-price,counter-price,,,,,,,,,,
611,intro,counter-price,counter-price,,,,,,,,,,
612,intro,disagree,inquiry,,,,,,,,,,
613,intro,inquiry,init-price,counter-price,agree,agree,,,,,,,
614,intro,disagree,counter-price,agree,,,,,,,,,
615,intro,counter-price,agree,,,,,,,,,,
616,intro,disagree,counter-price,,,,,,,,,,
617,intro,disagree,counter-price,,,,,,,,,,
618,intro,init-price,counter-price,agree,,,,,,,,,
619,intro,counter-price,,,,,,,,,,,
620,intro,counter-price,agree,,,,,,,,,,
621,intro,counter-price,disagree,agree,,,,,,,,,
622,intro,counter-price,,,,,,,,,,,
623,intro,counter-price,counter-price,agree,,,,,,,,,
624,intro,counter-price,,,,,,,,,,,
625,intro,counter-price,,,,,,,,,,,
626,intro,counter-price,,,,,,,,,,,
627,intro,disagree,disagree,counter-price,counter-price,,,,,,,,
628,intro,counter-price,,,,,,,,,,,
629,intro,disagree,counter-price,,,,,,,,,,
630,intro,counter-price,,,,,,,,,,,
631,intro,counter-price,inquiry,,,,,,,,,,
632,intro,counter-price,counter-price,insist,insist,,,,,,,,
633,intro,counter-price,disagree,,,,,,,,,,
634,intro,init-price,,,,,,,,,,,
635,intro,init-price,counter-price,,,,,,,,,,
636,intro,counter-price,,,,,,,,,,,
637,intro,counter-price,agree,,,,,,,,,,
638,intro,disagree,inquiry,,,,,,,,,,
639,intro,counter-price,insist,,,,,,,,,,
640,intro,agree,counter-price,counter-price,,,,,,,,,
641,intro,counter-price,agree,agree,,,,,,,,,
642,intro,init-price,counter-price,,,,,,,,,,
643,intro,inquiry,agree,inquiry,counter-price,counter-price,,,,,,,
644,intro,disagree,disagree,disagree,init-price,agree,,,,,,,
645,intro,disagree,init-price,counter-price,,,,,,,,,
646,intro,counter-price,agree,agree,,,,,,,,,
647,intro,counter-price,inquiry,,,,,,,,,,
648,intro,init-price,counter-price,,,,,,,,,,
649,intro,agree,counter-price,,,,,,,,,,
650,intro,counter-price,agree,,,,,,,,,,
651,intro,disagree,counter-price,,,,,,,,,,
652,intro,vague-price,counter-price,agree,counter-price,,,,,,,,
653,intro,disagree,counter-price,agree,,,,,,,,,
654,intro,init-price,counter-price,counter-price,,,,,,,,,
655,intro,disagree,counter-price,insist,,,,,,,,,
656,intro,init-price,disagree,counter-price,,,,,,,,,
657,intro,init-price,counter-price,counter-price,,,,,,,,,
658,intro,counter-price,agree,,,,,,,,,,
659,intro,disagree,counter-price,agree,,,,,,,,,
660,intro,disagree,counter-price,counter-price,disagree,,,,,,,,
661,intro,disagree,agree,,,,,,,,,,
662,intro,inquiry,disagree,counter-price,,,,,,,,,
663,intro,counter-price,counter-price,inquiry,,,,,,,,,
664,intro,agree,,,,,,,,,,,
665,intro,disagree,init-price,counter-price,inquiry,,,,,,,,
666,intro,disagree,counter-price,counter-price,,,,,,,,,
667,intro,counter-price,counter-price,,,,,,,,,,
668,intro,inquiry,counter-price,,,,,,,,,,
669,intro,init-price,counter-price,counter-price,,,,,,,,,
670,intro,disagree,init-price,disagree,counter-price,,,,,,,,
671,intro,init-price,counter-price,,,,,,,,,,
672,intro,counter-price,counter-price,agree,,,,,,,,,
673,intro,disagree,init-price,counter-price,counter-price,,,,,,,,
674,intro,disagree,init-price,disagree,,,,,,,,,
675,intro,counter-price,agree,,,,,,,,,,
676,intro,inquiry,counter-price,agree,,,,,,,,,
677,intro,init-price,counter-price,,,,,,,,,,
678,intro,counter-price,,,,,,,,,,,
679,intro,disagree,agree,inquiry,inquiry,,,,,,,,
680,intro,init-price,agree,,,,,,,,,,
681,intro,inquiry,counter-price,agree,,,,,,,,,
682,intro,init-price,,,,,,,,,,,
683,intro,counter-price,,,,,,,,,,,
684,intro,counter-price,,,,,,,,,,,
685,intro,init-price,inquiry,,,,,,,,,,
686,intro,disagree,inquiry,agree,agree,,,,,,,,
687,intro,init-price,disagree,disagree,counter-price,,,,,,,,
688,intro,init-price,,,,,,,,,,,
689,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,
690,intro,init-price,inquiry,counter-price,agree,,,,,,,,
691,intro,disagree,counter-price,agree,,,,,,,,,
692,intro,disagree,init-price,agree,,,,,,,,,
693,intro,agree,,,,,,,,,,,
694,intro,inquiry,init-price,,,,,,,,,,
695,intro,counter-price,,,,,,,,,,,
696,intro,init-price,counter-price,counter-price,,,,,,,,,
697,intro,counter-price,,,,,,,,,,,
698,intro,inquiry,agree,,,,,,,,,,
699,intro,disagree,agree,,,,,,,,,,
700,intro,counter-price,agree,,,,,,,,,,
701,intro,disagree,,,,,,,,,,,
702,intro,counter-price,counter-price,,,,,,,,,,
703,intro,disagree,init-price,,,,,,,,,,
704,intro,disagree,counter-price,agree,,,,,,,,,
705,intro,init-price,disagree,disagree,disagree,inquiry,,,,,,,
706,intro,counter-price,counter-price,,,,,,,,,,
707,intro,,,,,,,,,,,,
708,intro,inquiry,disagree,init-price,counter-price,,,,,,,,
709,intro,disagree,disagree,counter-price,counter-price,counter-price,,,,,,,
710,intro,counter-price,agree,,,,,,,,,,
711,init-price,inquiry,agree,,,,,,,,,,
712,intro,disagree,init-price,insist,,,,,,,,,
713,intro,counter-price,,,,,,,,,,,
714,intro,disagree,counter-price,agree,,,,,,,,,
715,intro,init-price,counter-price,agree,,,,,,,,,
716,intro,counter-price,,,,,,,,,,,
717,init-price,insist,counter-price,,,,,,,,,,
718,init-price,counter-price,counter-price,counter-price,,,,,,,,,
719,intro,disagree,disagree,counter-price,counter-price,counter-price,,,,,,,
720,intro,init-price,counter-price,,,,,,,,,,
721,intro,init-price,disagree,counter-price,,,,,,,,,
722,intro,disagree,counter-price,counter-price,,,,,,,,,
723,intro,disagree,disagree,disagree,init-price,inquiry,agree,,,,,,
724,intro,counter-price,counter-price,,,,,,,,,,
725,intro,counter-price,,,,,,,,,,,
726,intro,disagree,disagree,disagree,init-price,counter-price,disagree,counter-price,,,,,
727,intro,init-price,counter-price,,,,,,,,,,
728,intro,vague-price,counter-price,counter-price,,,,,,,,,
729,intro,inquiry,disagree,counter-price,,,,,,,,,
730,intro,init-price,counter-price,,,,,,,,,,
731,intro,disagree,counter-price,counter-price,,,,,,,,,
732,intro,init-price,counter-price,counter-price,,,,,,,,,
733,intro,disagree,inquiry,,,,,,,,,,
734,intro,init-price,counter-price,,,,,,,,,,
735,intro,init-price,counter-price,,,,,,,,,,
736,intro,init-price,counter-price,,,,,,,,,,
737,intro,disagree,agree,,,,,,,,,,
738,intro,init-price,counter-price,counter-price,,,,,,,,,
739,intro,counter-price,agree,,,,,,,,,,
740,intro,init-price,counter-price,,,,,,,,,,
741,intro,inquiry,counter-price,,,,,,,,,,
742,intro,disagree,init-price,,,,,,,,,,
743,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,
744,init-price,disagree,counter-price,,,,,,,,,,
745,intro,inquiry,disagree,init-price,counter-price,,,,,,,,
746,intro,,,,,,,,,,,,
747,init-price,,,,,,,,,,,,
748,intro,init-price,counter-price,agree,,,,,,,,,
749,intro,counter-price,agree,agree,,,,,,,,,
750,intro,init-price,counter-price,,,,,,,,,,
751,intro,inquiry,init-price,counter-price,,,,,,,,,
752,intro,inquiry,counter-price,agree,,,,,,,,,
753,intro,init-price,inquiry,counter-price,insist,,,,,,,,
754,intro,inquiry,init-price,counter-price,,,,,,,,,
755,intro,counter-price,agree,,,,,,,,,,
756,intro,counter-price,disagree,,,,,,,,,,
757,intro,disagree,counter-price,,,,,,,,,,
758,intro,init-price,disagree,counter-price,,,,,,,,,
759,intro,init-price,agree,counter-price,agree,insist,,,,,,,
760,intro,counter-price,,,,,,,,,,,
761,intro,init-price,disagree,counter-price,,,,,,,,,
762,intro,counter-price,disagree,inquiry,counter-price,counter-price,agree,,,,,,
763,intro,init-price,,,,,,,,,,,
764,intro,counter-price,,,,,,,,,,,
765,intro,counter-price,counter-price,agree,,,,,,,,,
766,intro,init-price,counter-price,,,,,,,,,,
767,intro,init-price,,,,,,,,,,,
768,intro,counter-price,agree,,,,,,,,,,
769,intro,inquiry,counter-price,,,,,,,,,,
770,intro,counter-price,insist,,,,,,,,,,
771,intro,counter-price,counter-price,vague-price,,,,,,,,,
772,intro,init-price,disagree,counter-price,,,,,,,,,
773,intro,init-price,agree,,,,,,,,,,
774,intro,init-price,counter-price,,,,,,,,,,
775,intro,disagree,init-price,,,,,,,,,,
776,intro,init-price,,,,,,,,,,,
777,intro,init-price,vague-price,counter-price,insist,insist,,,,,,,
778,intro,counter-price,counter-price,disagree,,,,,,,,,
779,intro,counter-price,,,,,,,,,,,
780,intro,init-price,counter-price,insist,,,,,,,,,
781,intro,init-price,,,,,,,,,,,
782,intro,counter-price,counter-price,,,,,,,,,,
783,intro,disagree,counter-price,agree,disagree,agree,,,,,,,
784,intro,counter-price,,,,,,,,,,,
785,intro,init-price,,,,,,,,,,,
786,intro,inquiry,counter-price,counter-price,,,,,,,,,
787,intro,disagree,counter-price,,,,,,,,,,
788,intro,init-price,disagree,counter-price,,,,,,,,,
789,intro,counter-price,counter-price,agree,,,,,,,,,
790,intro,inquiry,counter-price,,,,,,,,,,
791,intro,init-price,counter-price,inquiry,agree,,,,,,,,
792,intro,counter-price,insist,,,,,,,,,,
793,intro,inquiry,init-price,agree,,,,,,,,,
794,intro,init-price,counter-price,,,,,,,,,,
795,intro,inquiry,counter-price,,,,,,,,,,
796,intro,inquiry,init-price,counter-price,agree,agree,,,,,,,
797,intro,init-price,,,,,,,,,,,
798,intro,inquiry,counter-price,,,,,,,,,,
799,intro,init-price,,,,,,,,,,,
800,intro,init-price,counter-price,,,,,,,,,,
801,intro,disagree,,,,,,,,,,,
802,intro,init-price,counter-price,counter-price,agree,,,,,,,,
803,intro,counter-price,,,,,,,,,,,
804,intro,disagree,counter-price,,,,,,,,,,
805,intro,agree,,,,,,,,,,,
806,intro,init-price,,,,,,,,,,,
807,intro,disagree,,,,,,,,,,,
808,intro,init-price,counter-price,counter-price,,,,,,,,,
809,intro,init-price,counter-price,insist,insist,counter-price,,,,,,,
810,intro,counter-price,,,,,,,,,,,
811,intro,inquiry,inquiry,counter-price,counter-price,,,,,,,,
812,intro,disagree,init-price,counter-price,counter-price,counter-price,,,,,,,
813,intro,,,,,,,,,,,,
814,intro,init-price,,,,,,,,,,,
815,intro,counter-price,counter-price,disagree,,,,,,,,,
816,intro,counter-price,,,,,,,,,,,
817,intro,,,,,,,,,,,,
818,intro,disagree,disagree,disagree,,,,,,,,,
819,intro,counter-price,,,,,,,,,,,
820,intro,init-price,counter-price,,,,,,,,,,
821,intro,counter-price,,,,,,,,,,,
822,intro,init-price,counter-price,counter-price,,,,,,,,,
823,intro,init-price,counter-price,,,,,,,,,,
824,intro,inquiry,counter-price,,,,,,,,,,
825,intro,inquiry,disagree,counter-price,counter-price,agree,,,,,,,
826,intro,counter-price,counter-price,,,,,,,,,,
827,intro,init-price,counter-price,,,,,,,,,,
828,intro,init-price,counter-price,counter-price,,,,,,,,,
829,intro,init-price,counter-price,vague-price,counter-price,,,,,,,,
830,intro,counter-price,inquiry,,,,,,,,,,
831,intro,inquiry,counter-price,counter-price,insist,,,,,,,,
832,intro,init-price,disagree,,,,,,,,,,
833,intro,vague-price,counter-price,counter-price,disagree,,,,,,,,
834,intro,counter-price,counter-price,agree,,,,,,,,,
835,intro,counter-price,,,,,,,,,,,
836,intro,init-price,counter-price,agree,,,,,,,,,
837,intro,inquiry,counter-price,inquiry,counter-price,,,,,,,,
838,intro,init-price,counter-price,counter-price,,,,,,,,,
839,init-price,counter-price,counter-price,,,,,,,,,,
840,intro,counter-price,disagree,,,,,,,,,,
841,intro,inquiry,init-price,,,,,,,,,,
842,intro,counter-price,counter-price,agree,,,,,,,,,
843,intro,inquiry,counter-price,inquiry,agree,,,,,,,,
844,intro,init-price,agree,,,,,,,,,,
845,intro,init-price,counter-price,,,,,,,,,,
846,intro,disagree,init-price,counter-price,,,,,,,,,
847,intro,,,,,,,,,,,,
848,intro,init-price,counter-price,,,,,,,,,,
849,intro,counter-price,,,,,,,,,,,
850,intro,init-price,disagree,counter-price,counter-price,counter-price,counter-price,,,,,,
851,intro,init-price,disagree,,,,,,,,,,
852,intro,inquiry,counter-price,counter-price,,,,,,,,,
853,intro,init-price,inquiry,,,,,,,,,,
854,intro,counter-price,disagree,,,,,,,,,,
855,intro,disagree,vague-price,counter-price,,,,,,,,,
856,intro,counter-price,,,,,,,,,,,
857,intro,counter-price,disagree,counter-price,counter-price,,,,,,,,
858,init-price,counter-price,disagree,,,,,,,,,,
859,intro,disagree,inquiry,counter-price,counter-price,,,,,,,,
860,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,
861,intro,disagree,counter-price,inquiry,,,,,,,,,
862,intro,init-price,counter-price,,,,,,,,,,
863,intro,agree,,,,,,,,,,,
864,intro,inquiry,counter-price,counter-price,,,,,,,,,
865,intro,vague-price,counter-price,counter-price,,,,,,,,,
866,intro,init-price,counter-price,agree,,,,,,,,,
867,intro,init-price,counter-price,,,,,,,,,,
868,intro,init-price,counter-price,,,,,,,,,,
869,intro,inquiry,counter-price,insist,disagree,,,,,,,,
870,intro,init-price,counter-price,,,,,,,,,,
871,init-price,counter-price,insist,,,,,,,,,,
872,intro,inquiry,disagree,counter-price,agree,,,,,,,,
873,intro,vague-price,counter-price,,,,,,,,,,
874,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,
875,intro,counter-price,counter-price,agree,,,,,,,,,
876,intro,counter-price,counter-price,inquiry,agree,,,,,,,,
877,intro,init-price,counter-price,counter-price,,,,,,,,,
878,intro,disagree,counter-price,counter-price,,,,,,,,,
879,intro,init-price,vague-price,counter-price,,,,,,,,,
880,intro,counter-price,counter-price,,,,,,,,,,
881,intro,counter-price,counter-price,,,,,,,,,,
882,intro,inquiry,disagree,counter-price,counter-price,,,,,,,,
883,intro,init-price,,,,,,,,,,,
884,intro,inquiry,counter-price,,,,,,,,,,
885,intro,init-price,,,,,,,,,,,
886,init-price,counter-price,,,,,,,,,,,
887,init-price,counter-price,,,,,,,,,,,
888,intro,init-price,counter-price,counter-price,,,,,,,,,
889,intro,init-price,counter-price,agree,,,,,,,,,
890,intro,init-price,counter-price,counter-price,,,,,,,,,
891,intro,agree,,,,,,,,,,,
892,intro,counter-price,,,,,,,,,,,
893,intro,init-price,,,,,,,,,,,
894,intro,agree,disagree,disagree,,,,,,,,,
895,intro,init-price,,,,,,,,,,,
896,intro,init-price,,,,,,,,,,,
897,intro,counter-price,counter-price,,,,,,,,,,
898,intro,inquiry,counter-price,,,,,,,,,,
899,intro,counter-price,insist,,,,,,,,,,
900,intro,,,,,,,,,,,,
901,intro,inquiry,counter-price,,,,,,,,,,
902,intro,counter-price,counter-price,,,,,,,,,,
903,intro,inquiry,counter-price,insist,,,,,,,,,
904,intro,init-price,counter-price,inquiry,,,,,,,,,
905,intro,init-price,,,,,,,,,,,
906,intro,counter-price,disagree,disagree,,,,,,,,,
907,intro,init-price,counter-price,,,,,,,,,,
908,intro,counter-price,counter-price,counter-price,counter-price,agree,,,,,,,
909,intro,counter-price,counter-price,,,,,,,,,,
910,intro,init-price,,,,,,,,,,,
911,intro,counter-price,counter-price,agree,,,,,,,,,
912,init-price,inquiry,,,,,,,,,,,
913,intro,counter-price,,,,,,,,,,,
914,intro,init-price,counter-price,,,,,,,,,,
915,intro,init-price,counter-price,agree,,,,,,,,,
916,intro,init-price,counter-price,,,,,,,,,,
917,intro,init-price,counter-price,counter-price,,,,,,,,,
918,intro,counter-price,inquiry,inquiry,,,,,,,,,
919,intro,init-price,counter-price,agree,,,,,,,,,
920,intro,inquiry,counter-price,counter-price,insist,disagree,agree,,,,,,
921,intro,counter-price,agree,,,,,,,,,,
922,intro,init-price,vague-price,counter-price,agree,counter-price,,,,,,,
923,intro,counter-price,insist,counter-price,,,,,,,,,
924,init-price,agree,counter-price,,,,,,,,,,
925,intro,disagree,counter-price,counter-price,,,,,,,,,
926,intro,disagree,disagree,counter-price,agree,agree,,,,,,,
927,intro,init-price,counter-price,,,,,,,,,,
928,intro,,,,,,,,,,,,
929,intro,disagree,counter-price,inquiry,,,,,,,,,
930,intro,disagree,disagree,counter-price,counter-price,disagree,,,,,,,
931,intro,counter-price,inquiry,,,,,,,,,,
932,intro,init-price,counter-price,,,,,,,,,,
933,intro,init-price,counter-price,,,,,,,,,,
934,intro,init-price,inquiry,,,,,,,,,,
935,intro,counter-price,agree,,,,,,,,,,
936,intro,init-price,counter-price,disagree,insist,,,,,,,,
937,intro,inquiry,counter-price,,,,,,,,,,
938,intro,init-price,counter-price,disagree,,,,,,,,,
939,intro,init-price,agree,counter-price,counter-price,,,,,,,,
940,intro,counter-price,counter-price,,,,,,,,,,
941,intro,init-price,counter-price,counter-price,inquiry,,,,,,,,
942,intro,counter-price,counter-price,counter-price,,,,,,,,,
943,intro,counter-price,counter-price,counter-price,,,,,,,,,
944,intro,init-price,counter-price,,,,,,,,,,
945,intro,init-price,counter-price,,,,,,,,,,
946,intro,disagree,counter-price,agree,,,,,,,,,
947,intro,disagree,inquiry,counter-price,,,,,,,,,
948,intro,disagree,disagree,disagree,init-price,,,,,,,,
949,intro,counter-price,,,,,,,,,,,
950,init-price,disagree,,,,,,,,,,,
951,intro,counter-price,,,,,,,,,,,
952,intro,disagree,counter-price,counter-price,,,,,,,,,
953,intro,vague-price,counter-price,,,,,,,,,,
954,intro,disagree,counter-price,,,,,,,,,,
955,intro,inquiry,counter-price,counter-price,insist,,,,,,,,
956,intro,vague-price,counter-price,,,,,,,,,,
957,intro,counter-price,,,,,,,,,,,
958,intro,disagree,counter-price,counter-price,disagree,counter-price,,,,,,,
959,intro,counter-price,,,,,,,,,,,
960,intro,counter-price,counter-price,agree,,,,,,,,,
961,intro,inquiry,counter-price,agree,,,,,,,,,
962,intro,counter-price,agree,,,,,,,,,,
963,intro,inquiry,counter-price,,,,,,,,,,
964,intro,counter-price,,,,,,,,,,,
965,intro,init-price,counter-price,insist,,,,,,,,,
966,intro,init-price,counter-price,,,,,,,,,,
967,init-price,counter-price,counter-price,counter-price,,,,,,,,,
968,intro,counter-price,disagree,,,,,,,,,,
969,intro,init-price,,,,,,,,,,,
970,intro,disagree,,,,,,,,,,,
971,intro,,,,,,,,,,,,
972,intro,counter-price,,,,,,,,,,,
973,intro,init-price,vague-price,,,,,,,,,,
974,intro,counter-price,,,,,,,,,,,
975,intro,vague-price,counter-price,disagree,counter-price,agree,,,,,,,
976,intro,disagree,disagree,counter-price,,,,,,,,,
977,intro,init-price,counter-price,counter-price,,,,,,,,,
978,intro,disagree,counter-price,,,,,,,,,,
979,intro,inquiry,counter-price,inquiry,,,,,,,,,
980,intro,init-price,,,,,,,,,,,
981,intro,init-price,,,,,,,,,,,
982,intro,counter-price,agree,,,,,,,,,,
983,intro,counter-price,disagree,agree,,,,,,,,,
984,intro,init-price,counter-price,insist,,,,,,,,,
985,intro,disagree,inquiry,counter-price,,,,,,,,,
986,intro,agree,,,,,,,,,,,
987,intro,counter-price,,,,,,,,,,,
988,intro,disagree,,,,,,,,,,,
989,intro,vague-price,counter-price,,,,,,,,,,
990,intro,agree,agree,,,,,,,,,,
991,intro,init-price,counter-price,counter-price,agree,,,,,,,,
992,intro,counter-price,counter-price,disagree,,,,,,,,,
993,intro,counter-price,counter-price,counter-price,,,,,,,,,
994,intro,init-price,counter-price,,,,,,,,,,
995,intro,counter-price,,,,,,,,,,,
996,intro,init-price,counter-price,,,,,,,,,,
997,init-price,disagree,,,,,,,,,,,
998,intro,counter-price,,,,,,,,,,,
999,intro,init-price,,,,,,,,,,,
1000,intro,init-price,disagree,,,,,,,,,,
1001,intro,init-price,counter-price,counter-price,,,,,,,,,
1002,intro,counter-price,counter-price,inquiry,,,,,,,,,
1003,intro,init-price,counter-price,,,,,,,,,,
1004,intro,inquiry,disagree,,,,,,,,,,
1005,intro,init-price,counter-price,,,,,,,,,,
1006,intro,counter-price,agree,agree,,,,,,,,,
1007,intro,init-price,,,,,,,,,,,
1008,intro,counter-price,counter-price,,,,,,,,,,
1009,intro,disagree,counter-price,agree,,,,,,,,,
1010,intro,init-price,counter-price,,,,,,,,,,
1011,intro,counter-price,counter-price,,,,,,,,,,
1012,intro,init-price,disagree,inquiry,counter-price,,,,,,,,
1013,intro,init-price,counter-price,,,,,,,,,,
1014,intro,disagree,counter-price,,,,,,,,,,
1015,intro,counter-price,counter-price,agree,,,,,,,,,
1016,intro,inquiry,disagree,counter-price,,,,,,,,,
1017,intro,init-price,,,,,,,,,,,
1018,intro,disagree,init-price,,,,,,,,,,
1019,intro,init-price,counter-price,,,,,,,,,,
1020,intro,init-price,counter-price,insist,insist,disagree,,,,,,,
1021,intro,inquiry,counter-price,,,,,,,,,,
1022,intro,init-price,counter-price,counter-price,agree,counter-price,,,,,,,
1023,intro,counter-price,,,,,,,,,,,
1024,intro,inquiry,counter-price,counter-price,agree,,,,,,,,
1025,intro,init-price,counter-price,agree,,,,,,,,,
1026,intro,counter-price,counter-price,,,,,,,,,,
1027,intro,init-price,counter-price,counter-price,agree,,,,,,,,
1028,intro,init-price,counter-price,agree,,,,,,,,,
1029,intro,disagree,counter-price,counter-price,,,,,,,,,
1030,intro,init-price,agree,,,,,,,,,,
1031,intro,inquiry,init-price,agree,,,,,,,,,
1032,init-price,counter-price,agree,,,,,,,,,,
1033,intro,disagree,disagree,disagree,counter-price,counter-price,,,,,,,
1034,intro,counter-price,,,,,,,,,,,
1035,intro,init-price,counter-price,,,,,,,,,,
1036,intro,inquiry,counter-price,,,,,,,,,,
1037,init-price,counter-price,counter-price,counter-price,,,,,,,,,
1038,intro,counter-price,agree,,,,,,,,,,
1039,intro,init-price,counter-price,insist,agree,,,,,,,,
1040,intro,inquiry,counter-price,,,,,,,,,,
1041,intro,counter-price,,,,,,,,,,,
1042,intro,init-price,agree,,,,,,,,,,
1043,intro,counter-price,counter-price,counter-price,,,,,,,,,
1044,intro,init-price,disagree,counter-price,counter-price,,,,,,,,
1045,intro,counter-price,agree,,,,,,,,,,
1046,intro,inquiry,counter-price,counter-price,,,,,,,,,
1047,intro,init-price,counter-price,,,,,,,,,,
1048,intro,inquiry,inquiry,counter-price,counter-price,,,,,,,,
1049,intro,inquiry,counter-price,counter-price,,,,,,,,,
1050,intro,counter-price,,,,,,,,,,,
1051,intro,init-price,counter-price,,,,,,,,,,
1052,intro,inquiry,,,,,,,,,,,
1053,intro,counter-price,counter-price,,,,,,,,,,
1054,intro,counter-price,counter-price,,,,,,,,,,
1055,intro,inquiry,inquiry,counter-price,,,,,,,,,
1056,intro,inquiry,counter-price,,,,,,,,,,
1057,intro,counter-price,,,,,,,,,,,
1058,intro,,,,,,,,,,,,
1059,intro,inquiry,counter-price,insist,,,,,,,,,
1060,intro,inquiry,counter-price,counter-price,,,,,,,,,
1061,intro,agree,counter-price,disagree,,,,,,,,,
1062,intro,counter-price,inquiry,,,,,,,,,,
1063,intro,inquiry,,,,,,,,,,,
1064,intro,disagree,counter-price,counter-price,,,,,,,,,
1065,intro,init-price,counter-price,,,,,,,,,,
1066,intro,init-price,counter-price,agree,,,,,,,,,
1067,intro,init-price,,,,,,,,,,,
1068,intro,counter-price,,,,,,,,,,,
1069,intro,inquiry,init-price,counter-price,counter-price,counter-price,,,,,,,
1070,intro,agree,inquiry,,,,,,,,,,
1071,intro,init-price,,,,,,,,,,,
1072,init-price,counter-price,counter-price,agree,agree,,,,,,,,
1073,intro,init-price,counter-price,,,,,,,,,,
1074,intro,init-price,counter-price,,,,,,,,,,
1075,intro,init-price,counter-price,,,,,,,,,,
1076,intro,counter-price,,,,,,,,,,,
1077,intro,init-price,counter-price,agree,,,,,,,,,
1078,intro,disagree,disagree,counter-price,,,,,,,,,
1079,intro,init-price,counter-price,agree,,,,,,,,,
